age,weight_kg,height_cm,vaccinated,is_male,health_score,exercise_hours,feeding_frequency,grooming_needs
5,12.82,48,True,False,9.05,2.88,thrice,7
9,29.96,32,True,False,3.06,3.86,twice,2
8,31.08,51,False,True,3.48,3.29,twice,2
2,31.26,47,True,True,8.39,4.73,thrice,3
4,33.09,75,False,False,3.42,2.14,four times,5
5,20.61,39,True,False,1.21,0.32,thrice,10
5,31.91,34,True,True,1.92,2.99,four times,9
3,5.27,37,False,False,6.2,4.36,twice,4
2,7.58,68,False,False,4.63,1.24,twice,10
4,18.42,51,False,True,7.6,0.52,four times,9
10,22.7,21,True,True,7.47,3.27,thrice,8
3,16.57,58,True,False,5.87,3.24,thrice,9
2,5.68,46,True,False,9.42,0.24,thrice,10
6,12.03,50,False,False,9.14,2.43,thrice,2
6,25.55,25,False,False,9.27,2.09,twice,3
8,27.81,49,True,False,3.65,4.78,thrice,3
2,6.96,86,True,False,4.4,3.08,four times,2
6,9.05,85,False,True,2.04,2.87,thrice,6
3,17.24,70,True,True,5.3,3.59,twice,4
9,20.43,26,True,True,4.02,1.3,twice,5
5,24.48,45,True,True,2.19,2.62,thrice,3
10,23.7,70,True,True,4.09,3.92,thrice,7
8,38.89,61,False,True,6.59,2.09,four times,8
6,23.57,55,False,True,5.25,2.84,four times,10
9,17.33,96,True,True,0.02,4.36,twice,5
8,35.25,82,False,False,6.15,2.75,thrice,8
4,10.81,71,False,True,7.5,2.67,four times,5
8,5.45,32,True,True,4.95,1.72,four times,6
7,35.4,38,True,False,9.49,2.24,four times,1
1,34.32,89,False,False,3.18,4.93,twice,2
4,13.25,46,True,True,6.54,1.74,four times,8
2,7.94,67,False,True,9.2,3.43,twice,7
2,34.15,20,True,False,1.22,3.83,twice,8
2,23.39,68,True,True,2.45,2.79,thrice,2
8,10.33,38,True,True,7.03,4.9,thrice,9
7,31.51,65,False,False,3.83,0.04,thrice,9
9,7.93,64,True,True,2.83,3.53,four times,9
4,5.38,95,True,False,9.22,0.68,twice,8
5,37.89,46,True,True,5.3,2.89,thrice,3
6,17.19,30,False,False,9.24,0.68,thrice,10
2,28.46,54,True,True,0.43,0.55,four times,2
10,8.14,88,True,True,1.94,1.91,thrice,4
6,29.09,47,False,False,4.21,0.04,thrice,9
9,34.32,37,False,False,3.96,3.4,four times,7
6,22.23,91,False,False,8.23,3.4,four times,9
8,25.71,82,True,True,3.34,0.33,twice,7
9,5.36,88,True,True,9.71,2.01,thrice,7
1,29.13,89,False,False,4.1,0.65,four times,7
8,23.96,63,False,True,2.31,0.86,twice,4
2,8.17,91,False,True,5.03,0.95,four times,4
5,20.37,59,True,True,6.98,0.59,four times,6
6,36.87,71,False,True,5.38,3.3,four times,9
1,17.36,72,True,False,1.29,3.52,four times,8
9,18.34,56,False,False,9.8,2.26,twice,5
6,15.8,64,True,False,9.97,0.9,thrice,3
7,23.66,37,False,False,2.26,4.52,twice,6
10,5.12,21,True,True,5.22,3.77,thrice,7
7,26.55,69,False,True,7.85,0.65,four times,5
1,5.22,62,False,True,8.04,3.93,thrice,7
9,39.68,65,True,True,8.5,4.93,thrice,9
4,25.18,52,False,False,2.63,4.75,four times,9
9,11.78,30,False,False,9.82,3.68,thrice,10
10,22.23,40,True,True,7.32,0.38,twice,1
8,36.01,56,False,True,6.53,1.31,four times,5
8,17.77,89,False,False,1.44,1.26,thrice,4
3,13.9,85,True,True,9.86,2.1,four times,10
4,13.91,29,True,False,0.0,0.76,thrice,8
2,22.6,84,False,False,2.79,1.89,thrice,10
1,25.49,36,True,True,3.07,1.1,four times,9
1,13.34,87,True,True,4.09,3.39,thrice,5
3,24.08,80,True,True,9.09,4.6,twice,1
6,35.63,88,False,True,2.02,2.35,four times,8
6,21.06,82,False,False,3.6,3.65,four times,7
1,31.38,71,True,False,6.2,2.85,four times,1
5,12.63,86,False,True,7.76,0.05,thrice,1
7,16.28,76,True,False,5.7,1.69,four times,6
4,36.89,90,False,False,6.21,0.13,four times,7
5,28.48,45,True,False,2.02,2.62,four times,1
8,20.92,34,False,True,2.95,1.61,thrice,4
3,10.84,38,False,True,0.13,1.63,thrice,5
2,24.71,20,False,False,6.1,3.88,four times,4
7,28.02,97,False,False,0.57,4.43,thrice,7
2,17.59,46,True,True,4.11,3.65,four times,9
6,23.75,20,False,False,8.51,2.41,thrice,1
5,10.17,51,False,False,1.25,0.49,thrice,5
1,21.05,71,True,True,3.1,4.78,four times,5
7,31.32,46,True,True,0.11,2.28,thrice,2
3,26.61,87,True,True,9.97,3.06,thrice,10
10,8.22,43,False,True,2.42,1.38,thrice,4
5,18.04,86,True,True,3.32,0.06,twice,8
3,39.11,46,True,True,1.75,4.23,four times,4
4,7.12,46,False,True,3.91,3.43,twice,8
6,38.82,65,True,True,3.19,3.9,twice,5
9,23.72,32,True,False,0.3,0.62,thrice,9
7,15.69,43,False,True,2.97,1.27,four times,4
3,12.15,92,True,False,1.83,0.83,twice,8
1,29.91,71,False,True,2.75,1.02,thrice,1
10,19.42,86,True,True,4.7,3.56,four times,10
2,20.6,68,False,False,3.82,1.31,twice,6
1,30.19,79,False,False,9.57,2.25,twice,2
4,37.4,74,False,True,9.53,3.74,thrice,6
8,5.21,32,False,False,8.72,0.49,twice,9
6,5.21,24,False,False,4.97,1.3,four times,4
1,21.28,42,True,False,4.51,2.15,thrice,10
4,12.77,49,False,False,4.64,2.25,thrice,5
2,31.84,64,True,True,5.56,4.78,four times,4
9,24.06,74,False,True,1.72,3.96,thrice,8
3,21.2,81,True,False,7.72,1.34,four times,3
3,29.02,99,True,False,7.13,1.9,twice,1
8,19.86,23,False,True,5.32,3.17,thrice,4
4,17.22,48,True,False,5.45,2.83,thrice,9
9,21.05,43,True,False,4.07,2.21,four times,8
3,22.12,91,True,False,1.91,4.38,thrice,4
7,31.87,33,True,True,3.14,1.63,twice,3
9,22.15,85,False,False,2.73,4.32,four times,3
8,30.35,38,True,True,1.63,1.68,thrice,1
8,12.13,31,False,False,8.17,2.66,twice,8
5,34.8,77,False,True,8.58,2.05,twice,2
8,12.29,67,False,False,9.35,3.97,four times,1
4,33.87,92,True,False,4.18,3.19,thrice,2
7,28.45,95,True,False,8.93,2.36,twice,10
10,15.46,52,True,False,4.91,4.88,thrice,8
10,8.92,20,False,False,6.96,4.55,thrice,4
3,10.86,67,True,False,4.22,0.65,four times,8
7,36.82,37,False,False,3.97,2.33,four times,9
9,35.94,20,True,True,9.91,0.63,twice,10
7,5.41,93,False,False,9.87,4.47,four times,10
1,8.57,66,False,False,8.34,0.31,thrice,1
6,36.06,26,False,False,5.68,1.49,twice,8
6,25.56,39,False,False,4.88,4.67,four times,2
8,36.0,58,True,False,1.52,4.48,thrice,2
6,27.8,82,True,True,0.63,1.84,thrice,7
9,10.53,77,True,False,4.44,0.85,thrice,7
6,19.13,75,False,False,7.52,2.32,thrice,7
2,23.1,87,False,True,7.23,4.0,four times,1
9,36.88,90,False,False,2.55,2.58,four times,5
2,31.59,40,True,True,1.73,1.83,twice,10
5,22.77,95,False,False,9.37,1.0,four times,2
7,19.72,32,True,False,2.52,3.28,four times,4
8,19.23,28,False,False,0.92,3.25,thrice,8
10,7.67,98,False,False,8.13,4.6,thrice,3
8,25.12,74,True,False,3.44,2.78,thrice,3
8,25.82,36,True,False,5.2,2.81,thrice,8
9,10.73,77,True,False,8.32,0.12,twice,1
10,32.4,25,False,False,2.38,1.75,four times,8
1,29.32,55,True,True,9.75,1.16,twice,8
7,23.83,39,False,True,8.09,2.78,twice,7
9,6.87,49,False,True,9.4,4.29,four times,5
10,20.05,54,True,True,3.1,2.74,four times,10
7,19.94,51,True,False,7.51,4.76,twice,6
7,25.27,73,False,True,3.39,3.67,twice,3
5,25.22,46,False,True,4.0,3.33,four times,4
3,21.27,74,True,False,3.84,1.35,thrice,6
3,9.06,82,True,False,3.03,3.54,twice,8
5,21.88,25,False,False,0.57,3.69,twice,9
10,20.29,84,False,False,6.28,2.66,twice,10
5,14.86,38,False,True,8.37,3.89,thrice,4
9,33.04,73,False,True,6.89,1.96,thrice,1
3,24.12,100,False,True,7.09,1.0,thrice,10
6,33.94,29,False,True,6.56,1.21,four times,4
5,33.21,71,False,True,4.17,4.25,thrice,6
7,28.61,79,True,True,8.24,4.76,twice,3
3,7.06,97,True,True,4.97,2.91,twice,6
10,11.09,51,False,False,1.39,1.5,four times,2
5,6.97,22,False,True,7.02,3.31,twice,6
8,6.69,36,True,True,6.54,1.74,four times,10
1,39.71,92,True,False,5.04,2.88,four times,7
7,10.62,36,False,True,1.19,0.55,four times,9
10,11.8,40,False,False,5.91,3.54,thrice,10
5,9.61,58,True,False,2.94,2.21,four times,7
3,32.11,62,True,False,8.64,4.39,thrice,6
6,17.11,35,False,True,0.44,2.58,twice,2
7,15.08,59,True,True,7.16,3.13,four times,3
9,23.13,61,True,False,6.65,2.26,thrice,6
7,9.51,36,False,False,1.14,1.47,twice,9
5,34.39,42,False,False,8.79,3.27,thrice,6
5,29.63,27,True,False,7.57,3.9,thrice,2
5,29.41,94,True,False,4.79,3.4,four times,7
4,12.73,72,True,True,8.23,2.26,twice,6
7,34.83,53,True,True,8.87,0.38,four times,3
7,18.69,62,False,True,1.34,3.51,four times,2
9,5.0,97,False,False,5.73,3.34,thrice,10
7,5.17,59,False,False,6.83,1.78,thrice,8
7,17.33,31,False,True,9.05,2.42,twice,7
2,5.94,50,False,False,1.84,3.24,thrice,2
7,27.83,31,True,False,9.6,4.81,four times,5
5,12.01,83,False,True,5.82,3.78,thrice,9
10,30.55,27,False,True,5.06,0.97,four times,8
4,26.38,65,False,True,2.78,0.74,twice,2
4,16.96,27,True,False,3.15,3.98,four times,10
3,25.04,60,True,False,5.51,2.23,twice,7
8,34.55,87,True,True,2.17,2.34,thrice,2
2,30.49,75,True,False,5.15,0.08,twice,9
5,34.19,70,True,False,0.52,2.3,thrice,4
4,33.2,99,False,True,8.9,4.66,twice,7
8,25.06,58,True,True,5.99,3.42,thrice,4
1,17.59,56,True,True,6.71,3.89,twice,10
10,30.92,74,False,False,6.49,1.19,twice,5
6,11.75,39,True,True,9.63,3.77,twice,8
1,5.79,63,False,False,3.07,4.71,four times,3
5,8.18,31,True,False,4.85,3.27,four times,7
10,8.52,49,True,True,7.16,3.65,twice,4
5,10.36,96,False,False,4.46,0.37,four times,6
6,24.15,80,False,True,4.81,0.63,four times,3
7,33.6,32,False,True,8.5,0.6,thrice,10
3,38.67,34,True,True,1.28,4.54,thrice,5
10,37.24,90,False,True,3.35,4.91,twice,9
5,30.61,73,True,False,1.61,3.81,thrice,2
5,22.3,46,True,False,9.19,1.11,four times,5
2,20.71,74,False,False,2.53,4.01,four times,8
2,19.61,60,True,True,0.12,1.18,four times,9
4,11.2,41,True,False,7.76,0.99,thrice,2
8,39.21,63,True,True,5.19,1.58,twice,2
7,28.79,20,False,False,0.54,2.61,four times,7
9,11.84,78,False,True,3.87,1.77,four times,10
7,31.28,80,False,False,3.23,2.36,four times,2
4,38.37,62,False,False,1.37,1.79,thrice,9
10,29.28,48,True,False,0.34,3.08,twice,6
7,12.98,36,True,False,0.14,2.11,thrice,5
2,20.76,31,True,True,9.66,0.48,thrice,7
8,32.95,75,True,True,8.21,2.78,thrice,10
3,34.05,55,True,True,2.28,1.04,twice,2
3,14.9,66,True,True,8.49,3.04,twice,1
8,20.94,35,True,True,4.9,2.91,twice,1
6,23.34,48,False,True,6.2,1.56,twice,9
6,5.58,67,True,True,4.13,3.17,four times,7
5,31.84,74,False,False,4.17,4.99,four times,8
10,31.74,96,True,True,4.39,1.52,twice,1
6,35.51,99,True,True,3.56,1.37,thrice,7
6,32.35,96,True,False,9.89,2.35,twice,2
5,34.03,81,True,False,8.85,4.99,thrice,5
3,11.65,61,False,False,2.55,0.35,twice,2
7,16.22,38,False,True,4.0,2.53,twice,2
10,29.0,65,False,True,0.24,3.96,twice,2
6,27.53,47,True,True,6.66,4.86,thrice,3
8,35.34,30,True,False,6.42,0.57,twice,5
5,24.82,87,True,False,3.25,2.05,thrice,8
7,26.57,23,True,True,2.61,2.03,four times,10
8,34.95,98,True,False,4.76,0.03,twice,5
9,15.52,48,True,True,7.16,4.47,four times,6
3,36.58,43,False,True,7.03,0.66,four times,5
7,28.47,33,False,True,2.2,1.45,twice,6
1,35.16,21,False,True,1.99,0.24,thrice,8
4,26.66,84,False,False,9.44,3.07,four times,8
7,29.84,71,False,False,8.85,4.9,thrice,7
2,30.01,97,True,True,9.39,4.74,thrice,2
6,13.01,77,False,True,2.93,3.88,four times,6
6,14.5,24,True,False,2.27,1.45,thrice,3
4,24.59,27,True,False,4.05,4.3,thrice,3
9,12.57,26,False,False,3.16,3.25,four times,1
2,34.07,68,False,False,1.02,4.44,four times,1
9,30.96,66,False,True,8.06,4.71,four times,9
7,37.15,39,False,True,7.31,4.86,twice,5
8,27.17,21,True,True,4.25,3.5,thrice,9
1,16.43,66,False,False,5.15,2.28,twice,5
6,13.83,39,False,False,2.78,2.97,thrice,4
2,14.35,27,False,False,5.68,2.47,four times,10
7,28.12,95,True,False,9.2,2.46,twice,9
5,24.06,62,True,False,1.25,0.5,thrice,3
6,30.92,63,True,True,9.1,4.12,twice,3
1,10.08,21,False,True,3.97,4.35,four times,8
5,9.97,42,False,False,4.0,1.1,four times,4
1,16.92,21,False,False,7.72,3.74,four times,5
2,17.93,82,False,True,2.77,4.21,twice,7
1,7.75,59,True,True,9.03,0.23,four times,5
3,35.44,87,False,True,4.74,3.49,four times,7
6,19.33,61,False,False,6.56,1.59,twice,6
1,22.63,99,False,True,8.81,0.78,thrice,1
2,25.02,62,True,True,9.87,1.73,four times,2
1,38.33,92,False,True,8.82,4.1,thrice,10
7,34.31,88,True,True,3.84,2.95,twice,9
2,14.4,65,True,True,2.44,0.16,thrice,7
10,37.94,78,False,True,9.8,2.94,four times,1
6,30.97,92,True,False,4.76,2.76,four times,3
2,29.64,20,True,False,1.27,4.27,four times,7
1,19.39,100,False,True,8.86,3.01,four times,1
9,30.54,21,True,True,3.23,1.42,thrice,7
5,19.41,88,False,False,0.1,4.65,twice,1
1,23.48,44,True,True,5.05,4.74,four times,1
1,12.84,100,False,True,3.27,0.04,twice,9
3,32.31,27,True,False,9.79,3.76,twice,6
7,22.92,51,False,True,8.43,4.87,four times,5
6,38.29,44,True,True,9.38,3.57,thrice,7
5,7.71,87,False,True,2.27,2.11,thrice,6
9,37.01,91,True,True,7.75,3.35,four times,3
3,6.97,46,True,False,7.3,2.01,twice,5
5,28.51,45,True,True,4.92,3.17,four times,4
2,38.98,91,True,False,6.11,2.86,twice,1
2,10.25,50,False,True,3.56,4.92,thrice,5
4,31.21,79,True,False,7.9,1.05,twice,5
6,13.31,90,False,True,9.88,1.13,twice,6
9,23.06,96,False,False,0.67,3.52,twice,9
8,25.6,45,False,True,5.28,1.08,twice,10
2,28.46,23,True,False,7.45,1.83,thrice,10
10,37.46,43,True,True,0.22,1.99,thrice,9
1,15.66,32,False,False,1.48,4.08,four times,10
6,19.3,28,True,False,1.94,4.74,twice,4
2,24.63,82,False,False,5.37,1.43,thrice,6
5,14.45,30,True,True,9.55,0.45,four times,1
6,15.09,59,False,True,8.7,3.57,thrice,1
9,14.34,70,True,False,9.73,3.66,thrice,3
8,38.8,81,False,False,5.45,1.03,twice,2
3,38.83,48,False,True,4.91,1.61,thrice,6
8,22.67,29,True,False,6.17,4.11,four times,9
1,24.16,46,True,True,0.38,3.0,twice,6
8,6.81,23,True,True,7.33,0.41,twice,8
4,10.68,94,True,False,3.22,0.21,twice,10
2,6.46,59,False,False,9.82,3.9,four times,2
3,16.24,61,True,False,0.51,1.94,twice,7
3,18.48,63,True,False,0.65,3.91,four times,10
1,33.44,93,False,False,3.64,1.94,thrice,7
7,38.42,63,False,False,2.49,0.74,four times,2
8,18.52,70,True,True,2.83,0.98,twice,3
3,27.58,71,True,True,7.88,2.33,thrice,6
10,38.09,89,False,False,8.95,2.41,thrice,10
4,9.39,46,False,False,8.98,3.56,four times,3
4,22.04,94,True,True,3.68,0.97,twice,7
1,16.07,78,True,True,7.02,0.25,four times,1
1,12.28,32,True,False,2.66,4.66,thrice,6
10,10.02,98,False,False,6.92,4.34,four times,4
6,15.88,76,False,True,7.07,4.89,four times,1
6,24.81,74,True,True,0.79,1.01,thrice,9
8,8.16,47,True,False,3.82,0.73,thrice,6
7,35.56,96,True,True,8.5,4.71,four times,5
8,35.09,63,True,False,1.33,3.68,twice,4
1,34.97,60,True,False,0.61,0.2,thrice,6
8,30.4,43,False,False,7.85,2.66,four times,8
10,21.84,76,False,True,9.48,1.24,thrice,9
7,23.84,39,True,False,6.6,1.36,four times,7
5,39.12,44,False,False,0.72,0.67,four times,7
9,21.67,58,False,False,2.08,1.25,thrice,1
5,19.69,87,False,False,8.38,4.79,twice,6
4,8.66,86,False,False,9.06,3.41,twice,5
3,17.42,98,False,False,6.34,3.81,twice,6
7,12.56,45,False,False,1.52,3.52,four times,6
4,9.58,56,True,True,3.78,2.05,four times,5
8,11.95,100,True,True,9.21,3.16,twice,4
6,6.33,82,False,False,8.68,0.57,four times,10
1,27.64,88,False,False,3.83,2.18,thrice,3
9,28.72,20,True,False,1.72,2.42,four times,10
6,27.89,60,False,False,8.39,3.14,thrice,4
9,15.9,92,True,True,5.76,2.22,four times,9
2,35.32,23,True,True,6.54,4.29,four times,4
10,10.94,44,False,True,5.33,1.56,thrice,7
6,6.33,41,True,True,1.46,2.94,twice,8
4,20.91,44,True,True,6.73,0.2,thrice,9
10,28.47,56,True,False,6.92,3.55,twice,7
4,13.69,80,False,False,8.35,3.17,thrice,9
6,39.94,75,True,False,1.85,2.36,four times,9
6,31.53,42,True,False,1.67,1.85,twice,2
7,28.36,28,True,False,0.94,1.58,thrice,7
2,29.05,50,True,False,1.25,3.72,thrice,5
5,24.91,78,True,False,4.02,4.82,twice,2
4,35.72,48,False,False,9.82,3.12,twice,7
2,26.22,79,False,False,3.2,0.37,four times,2
6,27.71,96,False,False,3.79,4.57,twice,4
4,35.25,50,False,True,1.46,0.08,twice,7
2,25.06,36,False,True,1.65,1.09,four times,9
7,21.03,90,True,False,9.47,4.57,twice,6
3,22.2,23,True,False,0.73,3.63,thrice,1
5,29.66,46,False,False,0.78,3.24,twice,10
7,38.51,50,True,False,0.42,1.62,twice,1
1,15.93,24,True,False,8.94,1.01,thrice,9
8,15.3,82,True,True,1.79,0.0,four times,8
6,35.82,89,True,True,0.11,0.64,four times,5
7,6.05,98,True,True,2.25,3.07,thrice,6
3,20.18,38,False,True,2.49,1.17,four times,5
6,34.38,92,True,False,2.14,0.43,thrice,5
9,38.82,40,True,False,8.01,4.77,four times,8
8,35.06,75,True,True,3.94,2.88,thrice,10
3,10.77,69,False,False,3.73,3.15,four times,7
1,8.78,97,False,True,1.2,1.17,twice,5
1,15.19,25,False,True,3.89,1.95,four times,2
8,34.7,84,True,False,7.99,2.01,four times,10
5,5.39,72,False,True,0.54,1.02,thrice,9
4,32.59,30,True,False,6.98,0.82,twice,2
8,11.26,62,False,False,3.11,3.41,twice,7
1,18.66,93,False,False,0.53,0.83,four times,4
9,39.05,88,False,False,4.06,4.23,thrice,2
10,8.39,34,False,False,5.5,2.42,twice,2
2,13.2,56,True,False,3.53,0.62,four times,3
4,25.59,98,False,False,1.37,2.74,thrice,9
1,27.94,88,True,True,8.06,2.43,thrice,10
2,36.5,48,False,True,8.97,1.42,four times,4
5,30.06,35,True,True,3.7,3.28,twice,3
7,9.28,78,False,False,0.9,4.95,twice,10
4,11.86,33,True,True,5.23,1.62,twice,6
7,29.62,68,True,False,9.14,4.94,four times,10
8,38.09,34,False,True,4.46,1.13,twice,10
9,9.96,50,True,False,8.53,1.84,thrice,6
9,14.09,81,True,False,5.59,2.73,twice,10
3,13.09,29,False,True,0.01,1.77,thrice,9
5,16.2,28,False,True,8.2,0.24,twice,5
4,11.92,65,True,True,5.75,1.55,four times,3
8,37.24,37,True,True,9.05,1.27,four times,9
8,22.63,100,False,True,3.11,4.32,four times,8
8,35.18,23,False,False,3.18,3.72,twice,8
4,18.76,88,False,True,5.58,2.11,four times,3
6,15.07,46,False,True,2.28,2.31,four times,9
8,20.5,35,True,False,4.03,4.37,thrice,7
3,35.09,39,False,False,6.76,4.41,four times,5
3,35.03,84,True,True,1.82,2.87,twice,1
6,30.91,84,True,True,1.98,4.98,thrice,5
10,14.02,22,False,True,2.28,3.23,thrice,9
1,6.41,43,True,False,7.08,3.55,four times,5
5,28.72,97,True,False,2.89,1.53,twice,2
8,26.33,71,True,False,1.89,4.92,twice,1
5,7.08,25,True,True,5.0,3.48,thrice,2
4,28.05,38,True,True,6.43,3.32,twice,2
4,38.07,70,False,True,4.7,4.64,twice,4
4,35.78,78,False,False,7.84,2.06,four times,3
1,20.75,48,False,True,9.81,0.3,twice,3
6,27.01,84,True,False,6.35,0.59,four times,10
8,7.77,93,True,True,3.95,3.05,twice,7
3,22.39,94,True,True,5.88,2.78,four times,5
9,22.09,90,False,False,0.52,4.1,thrice,7
7,14.64,56,False,True,0.96,3.07,four times,9
10,16.04,75,False,True,4.38,1.65,four times,1
10,11.94,49,False,True,5.99,4.12,thrice,7
1,25.03,64,False,False,5.05,0.93,thrice,9
10,31.94,71,False,False,8.32,4.92,four times,3
10,24.47,100,False,True,2.97,3.91,twice,2
1,31.04,97,True,True,5.25,1.08,four times,6
2,34.98,26,True,False,2.52,1.2,thrice,5
3,31.02,63,True,True,2.7,3.15,twice,6
9,5.23,25,True,True,7.93,2.61,four times,3
6,26.77,100,True,False,8.36,3.67,thrice,8
9,36.93,30,False,False,9.54,3.38,four times,4
5,20.63,73,True,False,2.31,4.91,thrice,1
10,9.13,57,False,True,8.13,0.34,four times,5
7,11.78,85,False,True,1.01,1.43,four times,3
3,28.42,42,False,False,7.56,3.04,thrice,7
1,38.69,51,False,False,6.67,3.19,twice,9
4,14.38,76,False,True,9.96,4.08,twice,4
3,9.04,77,False,False,7.84,4.07,thrice,4
6,26.23,35,True,True,3.95,0.33,thrice,3
10,28.67,48,True,True,4.35,3.11,four times,7
7,20.47,48,True,True,0.08,2.78,thrice,7
2,7.2,56,False,False,9.42,2.96,four times,3
8,34.44,94,True,True,1.37,3.35,four times,6
2,5.88,62,False,False,4.48,2.49,twice,9
9,25.79,77,True,True,5.36,2.72,four times,9
4,32.98,44,False,True,5.12,4.68,four times,2
4,30.99,41,True,True,7.47,2.07,twice,6
10,35.89,97,True,False,5.68,3.99,thrice,8
3,25.61,36,False,True,0.33,2.24,twice,1
9,22.88,75,False,True,9.66,4.43,twice,6
2,17.78,97,True,False,4.12,0.36,thrice,8
6,32.34,46,False,True,8.46,4.27,thrice,8
2,7.41,43,False,True,4.6,0.86,thrice,5
3,7.82,84,True,True,4.42,0.6,four times,6
5,5.27,56,False,False,4.21,0.69,thrice,2
3,9.83,43,True,True,4.98,1.72,thrice,4
8,20.95,33,False,True,0.91,3.8,four times,2
4,28.29,96,True,True,6.41,0.02,thrice,4
8,23.66,50,True,False,9.23,2.77,four times,7
9,13.06,94,False,True,2.58,1.14,four times,3
5,9.39,57,True,True,4.89,3.84,thrice,3
8,36.69,76,False,True,1.51,1.54,twice,6
9,34.26,46,True,True,5.87,4.92,four times,8
9,37.96,98,True,True,6.01,3.5,four times,1
9,12.21,55,False,True,5.55,2.43,twice,7
10,30.34,61,True,False,1.02,4.37,thrice,2
1,28.66,64,False,True,0.89,3.84,thrice,10
4,20.16,75,False,True,0.52,1.02,four times,6
6,36.24,66,False,True,6.49,0.59,four times,1
2,31.02,61,True,True,1.97,1.96,twice,5
8,12.1,83,True,True,5.85,1.51,twice,7
3,37.17,89,True,True,1.83,1.02,twice,8
6,31.6,41,True,True,9.72,0.18,four times,9
5,33.66,94,False,False,7.83,4.25,four times,2
8,30.37,46,False,True,1.88,0.14,four times,1
9,33.68,93,True,True,7.72,0.37,four times,3
7,38.86,56,True,False,7.02,1.78,thrice,9
9,22.5,64,False,False,5.79,4.84,twice,10
2,30.09,47,True,True,2.18,1.17,thrice,6
9,13.49,60,True,True,1.11,2.12,twice,8
5,23.38,36,True,True,8.34,4.84,thrice,3
4,13.32,49,True,True,3.56,3.07,four times,1
1,32.05,49,False,True,0.05,4.27,four times,10
1,11.7,93,True,True,5.08,2.8,twice,8
2,32.98,67,True,False,8.26,1.91,twice,4
1,23.0,81,True,False,8.55,0.98,thrice,8
6,23.14,89,True,True,1.26,2.67,twice,7
3,12.77,96,True,False,3.31,2.44,four times,6
4,13.95,32,False,False,1.97,1.88,four times,8
8,12.87,92,False,True,9.7,0.25,thrice,7
4,30.77,51,True,False,1.83,0.03,twice,8
3,34.04,87,False,False,0.23,0.61,thrice,5
7,26.82,90,True,True,7.64,2.94,four times,6
10,21.32,82,True,False,7.24,0.14,twice,7
4,38.37,42,False,True,4.91,0.13,twice,6
1,9.67,73,True,False,8.07,4.12,thrice,7
5,18.57,40,True,True,8.8,0.15,twice,4
3,7.24,51,True,True,4.16,1.98,twice,5
2,17.12,37,False,False,5.67,3.57,thrice,10
2,7.82,41,True,True,3.66,4.54,thrice,1
4,28.75,33,True,False,8.94,4.13,four times,2
9,14.52,73,True,False,4.51,0.55,thrice,9
9,7.41,87,True,False,5.56,4.91,four times,5
7,25.96,46,False,True,8.2,4.99,four times,9
6,23.57,23,False,False,0.53,2.35,four times,10
8,22.29,51,True,True,5.07,1.8,thrice,3
9,7.97,40,True,False,0.07,1.17,four times,6
1,7.71,80,False,True,7.37,4.05,four times,6
7,14.69,49,False,False,4.3,4.18,twice,8
10,32.52,78,False,True,4.51,1.24,twice,5
1,13.09,54,False,True,8.07,0.45,four times,7
6,27.54,32,True,True,5.47,0.53,twice,1
3,5.67,24,False,True,0.03,2.21,thrice,5
7,39.95,92,True,True,5.53,0.73,twice,2
10,10.19,22,False,False,9.98,1.46,twice,9
10,35.32,98,True,False,2.97,2.11,four times,10
3,16.86,24,False,True,0.17,3.91,four times,8
6,6.56,34,True,True,2.4,0.63,thrice,10
8,27.88,33,True,True,2.15,1.41,four times,10
5,5.38,34,False,False,6.22,2.85,thrice,8
9,39.25,28,False,True,4.02,0.77,twice,9
9,5.39,94,False,False,4.14,0.15,twice,5
7,10.85,96,True,True,3.95,2.95,four times,7
8,10.2,93,False,True,9.94,3.0,four times,1
10,31.33,96,False,True,1.54,1.46,four times,5
4,11.91,90,False,True,9.32,2.37,thrice,10
1,25.19,24,False,True,3.13,2.27,thrice,1
4,32.42,55,False,False,0.93,2.38,thrice,4
6,14.99,65,False,False,2.06,1.36,thrice,9
10,23.41,78,False,True,1.08,4.11,four times,10
6,35.97,29,True,True,2.33,1.86,twice,2
9,11.8,28,False,True,5.0,1.79,four times,5
3,23.93,21,True,True,1.18,3.3,twice,7
9,23.94,63,True,True,9.38,2.97,twice,9
2,25.93,98,True,True,5.62,0.61,four times,9
6,14.5,61,False,True,4.92,4.69,four times,8
3,35.42,61,True,True,1.12,1.8,twice,2
1,34.27,82,False,False,2.97,0.76,four times,2
5,23.59,31,False,False,3.16,1.98,twice,3
4,28.34,81,True,True,5.72,3.09,thrice,7
1,15.91,93,True,False,0.79,1.96,twice,1
9,7.45,88,False,False,1.58,3.72,four times,9
10,38.08,96,False,True,4.97,2.37,four times,8
7,35.75,26,False,False,9.61,1.55,twice,3
4,14.06,29,False,False,5.11,2.5,four times,4
6,10.8,25,False,True,2.0,4.68,four times,5
6,35.35,91,False,False,6.07,2.36,twice,8
4,6.16,22,True,True,2.37,2.43,thrice,1
2,27.25,77,False,False,8.17,4.56,four times,9
7,32.17,42,False,False,7.48,4.01,four times,9
4,25.19,86,True,False,1.12,2.07,four times,9
3,18.19,33,False,True,4.92,3.68,thrice,9
10,17.91,49,True,False,0.15,2.3,thrice,10
